ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall,F1
77,1,1,1.0,1,1,1.0,1.0
78,2,2,1.0,2,2,1.0,1.0
79,1,2,0.5,1,2,0.5,0.5
80,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
81,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
82,3,3,1.0,3,3,1.0,1.0
83,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
86,1,3,0.3333333333333333,1,1,1.0,0.5
87,1,2,0.5,1,2,0.5,0.5
88,3,3,1.0,3,3,1.0,1.0
89,2,2,1.0,2,2,1.0,1.0
90,2,2,1.0,2,2,1.0,1.0
91,3,3,1.0,3,3,1.0,1.0
92,2,2,1.0,2,2,1.0,1.0
94,1,4,0.25,1,3,0.3333333333333333,0.28571428571428575
95,2,2,1.0,2,2,1.0,1.0
96,3,3,1.0,3,3,1.0,1.0
97,2,2,1.0,2,2,1.0,1.0
98,3,3,1.0,3,3,1.0,1.0
99,0,8,0.0,0,2,0.0,0.0
100,2,2,1.0,2,2,1.0,1.0
101,2,2,1.0,2,2,1.0,1.0
102,3,3,1.0,3,3,1.0,1.0
103,2,2,1.0,2,2,1.0,1.0
105,2,2,1.0,2,2,1.0,1.0
106,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
107,3,3,1.0,3,3,1.0,1.0
109,4,4,1.0,4,4,1.0,1.0
110,2,2,1.0,2,2,1.0,1.0
112,1,3,0.3333333333333333,1,2,0.5,0.4
113,2,2,1.0,2,2,1.0,1.0
114,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
115,2,2,1.0,2,2,1.0,1.0
117,1,1,1.0,1,1,1.0,1.0
118,4,4,1.0,4,4,1.0,1.0
120,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
123,4,4,1.0,4,4,1.0,1.0
124,1,1,1.0,1,1,1.0,1.0
125,4,4,1.0,4,4,1.0,1.0
126,3,4,0.75,3,4,0.75,0.75
127,1,1,1.0,1,1,1.0,1.0
128,2,2,1.0,2,2,1.0,1.0
129,3,3,1.0,3,3,1.0,1.0
130,1,1,1.0,1,1,1.0,1.0
131,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
132,3,4,0.75,3,3,1.0,0.8571428571428571
133,3,4,0.75,3,4,0.75,0.75
134,4,4,1.0,4,5,0.8,0.888888888888889
136,3,3,1.0,3,3,1.0,1.0
137,4,4,1.0,4,4,1.0,1.0
138,2,3,0.6666666666666666,2,2,1.0,0.8
139,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
140,4,4,1.0,4,4,1.0,1.0
144,1,1,1.0,1,1,1.0,1.0
147,1,1,1.0,1,1,1.0,1.0
148,2,2,1.0,2,2,1.0,1.0
150,1,2,0.5,1,2,0.5,0.5
152,3,4,0.75,3,3,1.0,0.8571428571428571
155,5,5,1.0,5,5,1.0,1.0
157,2,2,1.0,2,2,1.0,1.0
159,3,3,1.0,3,3,1.0,1.0
160,0,8,0.0,0,1,0.0,0.0
162,3,3,1.0,3,3,1.0,1.0
163,1,1,1.0,1,1,1.0,1.0
164,1,2,0.5,1,2,0.5,0.5
165,2,3,0.6666666666666666,2,2,1.0,0.8
166,1,1,1.0,1,1,1.0,1.0
170,1,2,0.5,1,1,1.0,0.6666666666666666
173,2,2,1.0,2,2,1.0,1.0
176,1,1,1.0,1,1,1.0,1.0
177,2,2,1.0,2,2,1.0,1.0
178,1,1,1.0,1,1,1.0,1.0
179,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
180,4,4,1.0,4,4,1.0,1.0
181,2,2,1.0,2,2,1.0,1.0
182,2,2,1.0,2,2,1.0,1.0
183,4,4,1.0,4,4,1.0,1.0
186,1,1,1.0,1,1,1.0,1.0
190,5,5,1.0,5,5,1.0,1.0
191,1,2,0.5,1,2,0.5,0.5
192,2,3,0.6666666666666666,2,2,1.0,0.8
193,3,3,1.0,3,3,1.0,1.0
196,2,2,1.0,2,2,1.0,1.0
197,1,1,1.0,1,1,1.0,1.0
198,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
199,3,3,1.0,3,3,1.0,1.0
200,1,2,0.5,1,2,0.5,0.5
202,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
203,3,3,1.0,3,3,1.0,1.0
204,2,2,1.0,2,2,1.0,1.0
205,0,2,0.0,0,0,0.0,0.0
206,3,3,1.0,3,3,1.0,1.0
207,1,1,1.0,1,1,1.0,1.0
208,1,3,0.3333333333333333,1,2,0.5,0.4
209,4,4,1.0,4,4,1.0,1.0
211,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
212,3,3,1.0,3,3,1.0,1.0
214,1,2,0.5,1,2,0.5,0.5
215,1,1,1.0,1,1,1.0,1.0
216,2,2,1.0,2,2,1.0,1.0
219,2,3,0.6666666666666666,2,2,1.0,0.8
220,3,6,0.5,3,4,0.75,0.6
222,2,2,1.0,2,2,1.0,1.0
223,1,1,1.0,1,1,1.0,1.0
229,1,2,0.5,1,1,1.0,0.6666666666666666
230,2,3,0.6666666666666666,2,2,1.0,0.8
231,3,3,1.0,3,3,1.0,1.0
232,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
233,4,5,0.8,4,4,1.0,0.888888888888889
234,1,3,0.3333333333333333,1,2,0.5,0.4
235,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
236,4,6,0.6666666666666666,4,4,1.0,0.8
237,1,1,1.0,1,1,1.0,1.0
238,2,2,1.0,2,2,1.0,1.0
239,3,3,1.0,3,3,1.0,1.0
240,0,3,0.0,0,0,0.0,0.0
241,3,5,0.6,3,5,0.6,0.6
242,2,2,1.0,2,2,1.0,1.0
243,2,2,1.0,2,2,1.0,1.0
246,5,7,0.7142857142857143,5,6,0.8333333333333334,0.7692307692307692
247,0,1,0.0,0,1,0.0,0.0
248,1,4,0.25,1,3,0.3333333333333333,0.28571428571428575
251,1,1,1.0,1,1,1.0,1.0
252,3,3,1.0,3,4,0.75,0.8571428571428571
254,3,4,0.75,3,4,0.75,0.75
256,1,1,1.0,1,1,1.0,1.0
257,3,3,1.0,3,3,1.0,1.0
259,3,3,1.0,3,3,1.0,1.0
260,4,4,1.0,4,4,1.0,1.0
262,3,4,0.75,3,4,0.75,0.75
263,1,1,1.0,1,1,1.0,1.0
264,2,2,1.0,2,2,1.0,1.0
266,2,2,1.0,2,2,1.0,1.0
267,0,4,0.0,0,2,0.0,0.0
268,4,5,0.8,4,5,0.8,0.8000000000000002
270,3,3,1.0,3,3,1.0,1.0
271,1,1,1.0,1,1,1.0,1.0
272,3,4,0.75,3,4,0.75,0.75
274,1,1,1.0,1,1,1.0,1.0
275,2,3,0.6666666666666666,2,2,1.0,0.8
277,2,2,1.0,2,2,1.0,1.0
278,4,4,1.0,4,4,1.0,1.0
279,2,6,0.3333333333333333,2,5,0.4,0.3636363636363636
281,2,2,1.0,2,2,1.0,1.0
282,4,4,1.0,4,4,1.0,1.0
284,0,0,0.0,0,5,0.0,0.0
285,1,2,0.5,1,2,0.5,0.5
286,1,1,1.0,1,1,1.0,1.0
287,4,4,1.0,4,4,1.0,1.0
288,5,5,1.0,5,5,1.0,1.0
291,3,3,1.0,3,3,1.0,1.0
294,0,2,0.0,0,1,0.0,0.0
296,0,1,0.0,0,1,0.0,0.0
297,1,1,1.0,1,2,0.5,0.6666666666666666
298,3,3,1.0,3,3,1.0,1.0
299,3,3,1.0,3,3,1.0,1.0
300,2,6,0.3333333333333333,2,5,0.4,0.3636363636363636
301,3,3,1.0,3,3,1.0,1.0
302,1,1,1.0,1,1,1.0,1.0
303,1,2,0.5,1,1,1.0,0.6666666666666666
304,3,3,1.0,3,3,1.0,1.0
305,1,2,0.5,1,2,0.5,0.5
306,2,2,1.0,2,2,1.0,1.0
307,1,2,0.5,1,3,0.3333333333333333,0.4
308,1,3,0.3333333333333333,1,2,0.5,0.4
309,1,1,1.0,1,1,1.0,1.0
311,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
312,6,6,1.0,6,6,1.0,1.0
313,3,4,0.75,3,4,0.75,0.75
314,4,6,0.6666666666666666,4,4,1.0,0.8
315,2,2,1.0,2,2,1.0,1.0
316,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
318,3,5,0.6,3,4,0.75,0.6666666666666665
319,3,3,1.0,3,3,1.0,1.0
321,0,1,0.0,0,1,0.0,0.0
322,2,4,0.5,2,5,0.4,0.4444444444444445
323,4,7,0.5714285714285714,4,5,0.8,0.6666666666666666
324,4,4,1.0,4,4,1.0,1.0
326,1,1,1.0,1,1,1.0,1.0
327,2,2,1.0,2,2,1.0,1.0
328,3,4,0.75,3,4,0.75,0.75
330,2,2,1.0,2,2,1.0,1.0
332,2,5,0.4,2,4,0.5,0.4444444444444445
333,2,2,1.0,2,2,1.0,1.0
334,3,4,0.75,3,4,0.75,0.75
335,2,2,1.0,2,3,0.6666666666666666,0.8
336,3,3,1.0,3,3,1.0,1.0
338,5,6,0.8333333333333334,5,6,0.8333333333333334,0.8333333333333334
339,0,4,0.0,0,4,0.0,0.0
342,1,1,1.0,1,1,1.0,1.0
343,1,2,0.5,1,1,1.0,0.6666666666666666
344,3,3,1.0,3,3,1.0,1.0
345,1,1,1.0,1,1,1.0,1.0
346,3,3,1.0,3,3,1.0,1.0
347,4,8,0.5,4,5,0.8,0.6153846153846154
348,3,5,0.6,3,5,0.6,0.6
349,5,5,1.0,5,5,1.0,1.0
350,4,4,1.0,4,4,1.0,1.0
351,2,2,1.0,2,2,1.0,1.0
352,1,1,1.0,1,1,1.0,1.0
353,6,8,0.75,6,9,0.6666666666666666,0.7058823529411765
354,2,2,1.0,2,2,1.0,1.0
355,2,2,1.0,2,2,1.0,1.0
356,1,2,0.5,1,2,0.5,0.5
357,2,2,1.0,2,2,1.0,1.0
358,1,1,1.0,1,1,1.0,1.0
361,1,1,1.0,1,1,1.0,1.0
362,3,3,1.0,3,3,1.0,1.0
363,1,1,1.0,1,1,1.0,1.0
364,2,2,1.0,2,2,1.0,1.0
365,1,4,0.25,1,2,0.5,0.3333333333333333
366,1,4,0.25,1,2,0.5,0.3333333333333333
367,2,2,1.0,2,3,0.6666666666666666,0.8
368,2,2,1.0,2,2,1.0,1.0
369,2,2,1.0,2,2,1.0,1.0
370,1,4,0.25,1,2,0.5,0.3333333333333333
371,1,1,1.0,1,1,1.0,1.0
373,3,4,0.75,3,4,0.75,0.75
374,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
375,2,4,0.5,2,4,0.5,0.5
376,3,5,0.6,3,3,1.0,0.7499999999999999
377,4,4,1.0,4,4,1.0,1.0
378,3,3,1.0,3,3,1.0,1.0
379,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
380,5,5,1.0,5,5,1.0,1.0
381,3,3,1.0,3,3,1.0,1.0
383,3,3,1.0,3,3,1.0,1.0
384,2,2,1.0,2,3,0.6666666666666666,0.8
385,1,1,1.0,1,1,1.0,1.0
388,4,4,1.0,4,4,1.0,1.0
389,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
390,1,1,1.0,1,1,1.0,1.0
391,3,4,0.75,3,4,0.75,0.75
392,3,3,1.0,3,3,1.0,1.0
393,1,4,0.25,1,3,0.3333333333333333,0.28571428571428575
394,3,4,0.75,3,5,0.6,0.6666666666666665
396,4,4,1.0,4,4,1.0,1.0
398,3,5,0.6,3,3,1.0,0.7499999999999999
399,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
401,2,2,1.0,2,2,1.0,1.0
402,3,3,1.0,3,3,1.0,1.0
404,1,1,1.0,1,1,1.0,1.0
407,3,3,1.0,3,3,1.0,1.0
409,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
410,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
412,1,2,0.5,1,2,0.5,0.5
413,0,2,0.0,0,0,0.0,0.0
414,3,3,1.0,3,3,1.0,1.0
416,3,4,0.75,3,3,1.0,0.8571428571428571
417,3,4,0.75,3,3,1.0,0.8571428571428571
419,3,3,1.0,3,3,1.0,1.0
420,1,1,1.0,1,1,1.0,1.0
421,3,3,1.0,3,3,1.0,1.0
422,4,5,0.8,4,4,1.0,0.888888888888889
423,2,5,0.4,2,3,0.6666666666666666,0.5
424,3,4,0.75,3,4,0.75,0.75
425,5,6,0.8333333333333334,5,5,1.0,0.9090909090909091
426,2,2,1.0,2,2,1.0,1.0
427,3,3,1.0,3,3,1.0,1.0
428,2,2,1.0,2,2,1.0,1.0
429,3,3,1.0,3,3,1.0,1.0
430,1,1,1.0,1,1,1.0,1.0
431,4,4,1.0,4,4,1.0,1.0
432,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
433,5,6,0.8333333333333334,5,5,1.0,0.9090909090909091
434,2,2,1.0,2,2,1.0,1.0
435,1,2,0.5,1,2,0.5,0.5
436,4,5,0.8,4,5,0.8,0.8000000000000002
437,4,4,1.0,4,4,1.0,1.0
438,4,4,1.0,4,4,1.0,1.0
439,4,4,1.0,4,4,1.0,1.0
440,3,3,1.0,3,3,1.0,1.0
441,3,5,0.6,3,6,0.5,0.5454545454545454
442,3,4,0.75,3,4,0.75,0.75
443,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
444,1,3,0.3333333333333333,1,2,0.5,0.4
445,3,3,1.0,3,3,1.0,1.0
447,2,2,1.0,2,2,1.0,1.0
448,4,4,1.0,4,4,1.0,1.0
449,1,2,0.5,1,2,0.5,0.5
450,2,2,1.0,2,2,1.0,1.0
451,3,5,0.6,3,4,0.75,0.6666666666666665
453,1,6,0.16666666666666666,1,4,0.25,0.2
454,1,1,1.0,1,1,1.0,1.0
455,3,6,0.5,3,5,0.6,0.5454545454545454
456,7,8,0.875,7,8,0.875,0.875
457,1,3,0.3333333333333333,1,2,0.5,0.4
458,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
459,3,3,1.0,3,3,1.0,1.0
460,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
461,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
462,2,2,1.0,2,2,1.0,1.0
463,0,0,0.0,0,1,0.0,0.0
464,1,3,0.3333333333333333,1,2,0.5,0.4
465,3,3,1.0,3,3,1.0,1.0
466,1,1,1.0,1,1,1.0,1.0
467,1,2,0.5,1,1,1.0,0.6666666666666666
468,3,3,1.0,3,3,1.0,1.0
469,2,2,1.0,2,2,1.0,1.0
470,1,2,0.5,1,2,0.5,0.5
471,5,5,1.0,5,5,1.0,1.0
472,1,3,0.3333333333333333,1,2,0.5,0.4
473,2,2,1.0,2,2,1.0,1.0
474,2,5,0.4,2,4,0.5,0.4444444444444445
475,1,1,1.0,1,1,1.0,1.0
477,3,3,1.0,3,3,1.0,1.0
478,2,3,0.6666666666666666,2,2,1.0,0.8
480,1,1,1.0,1,1,1.0,1.0
481,2,3,0.6666666666666666,2,2,1.0,0.8
482,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
483,3,3,1.0,3,3,1.0,1.0
484,6,6,1.0,6,6,1.0,1.0
486,2,2,1.0,2,2,1.0,1.0
489,4,5,0.8,4,4,1.0,0.888888888888889
490,2,2,1.0,2,2,1.0,1.0
491,4,4,1.0,4,4,1.0,1.0
492,2,2,1.0,2,3,0.6666666666666666,0.8
493,2,2,1.0,2,2,1.0,1.0
494,3,3,1.0,3,3,1.0,1.0
496,3,3,1.0,3,3,1.0,1.0
497,4,4,1.0,4,5,0.8,0.888888888888889
498,3,3,1.0,3,3,1.0,1.0
499,3,3,1.0,3,3,1.0,1.0
500,4,5,0.8,4,5,0.8,0.8000000000000002
501,3,5,0.6,3,5,0.6,0.6
502,2,2,1.0,2,2,1.0,1.0
503,4,5,0.8,4,4,1.0,0.888888888888889
504,0,0,0.0,0,1,0.0,0.0
505,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
506,1,3,0.3333333333333333,1,1,1.0,0.5
507,3,3,1.0,3,3,1.0,1.0
509,2,2,1.0,2,2,1.0,1.0
510,4,4,1.0,4,4,1.0,1.0
512,2,2,1.0,2,2,1.0,1.0
513,3,5,0.6,3,5,0.6,0.6
515,4,4,1.0,4,4,1.0,1.0
516,1,1,1.0,1,1,1.0,1.0
517,2,2,1.0,2,2,1.0,1.0
518,1,1,1.0,1,1,1.0,1.0
519,3,3,1.0,3,3,1.0,1.0
521,3,3,1.0,3,3,1.0,1.0
522,1,1,1.0,1,1,1.0,1.0
523,1,1,1.0,1,1,1.0,1.0
527,4,4,1.0,4,4,1.0,1.0
528,2,2,1.0,2,2,1.0,1.0
529,1,2,0.5,1,3,0.3333333333333333,0.4
530,3,3,1.0,3,3,1.0,1.0
531,3,3,1.0,3,3,1.0,1.0
532,3,3,1.0,3,3,1.0,1.0
533,0,3,0.0,0,1,0.0,0.0
534,1,1,1.0,1,1,1.0,1.0
535,3,3,1.0,3,3,1.0,1.0
536,4,4,1.0,4,4,1.0,1.0
537,1,1,1.0,1,1,1.0,1.0
538,3,3,1.0,3,3,1.0,1.0
540,4,4,1.0,4,4,1.0,1.0
541,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
543,2,2,1.0,2,2,1.0,1.0
544,1,1,1.0,1,1,1.0,1.0
545,1,1,1.0,1,1,1.0,1.0
546,3,4,0.75,3,3,1.0,0.8571428571428571
547,2,2,1.0,2,2,1.0,1.0
548,0,1,0.0,0,2,0.0,0.0
549,3,3,1.0,3,3,1.0,1.0
550,2,2,1.0,2,2,1.0,1.0
551,3,3,1.0,3,3,1.0,1.0
552,1,3,0.3333333333333333,1,2,0.5,0.4
553,2,2,1.0,2,2,1.0,1.0
554,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
555,4,4,1.0,4,4,1.0,1.0
557,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
558,0,0,0.0,0,2,0.0,0.0
560,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
561,1,2,0.5,1,2,0.5,0.5
562,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
564,3,4,0.75,3,3,1.0,0.8571428571428571
565,4,4,1.0,4,4,1.0,1.0
566,2,2,1.0,2,2,1.0,1.0
567,1,1,1.0,1,1,1.0,1.0
568,1,1,1.0,1,1,1.0,1.0
569,1,5,0.2,1,4,0.25,0.22222222222222224
570,1,2,0.5,1,2,0.5,0.5
571,3,3,1.0,3,3,1.0,1.0
573,2,2,1.0,2,2,1.0,1.0
575,1,1,1.0,1,1,1.0,1.0
576,3,4,0.75,3,3,1.0,0.8571428571428571
579,1,1,1.0,1,1,1.0,1.0
581,2,5,0.4,2,3,0.6666666666666666,0.5
583,0,0,0.0,0,1,0.0,0.0
584,0,1,0.0,0,1,0.0,0.0
585,2,2,1.0,2,2,1.0,1.0
586,3,3,1.0,3,3,1.0,1.0
587,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
588,1,1,1.0,1,1,1.0,1.0
591,1,1,1.0,1,1,1.0,1.0
593,1,1,1.0,1,1,1.0,1.0
597,3,4,0.75,3,4,0.75,0.75
598,1,1,1.0,1,1,1.0,1.0
602,3,3,1.0,3,3,1.0,1.0
603,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
605,2,2,1.0,2,2,1.0,1.0
608,1,1,1.0,1,2,0.5,0.6666666666666666
609,1,1,1.0,1,3,0.3333333333333333,0.5
611,5,5,1.0,5,5,1.0,1.0
612,3,4,0.75,3,4,0.75,0.75
613,4,4,1.0,4,4,1.0,1.0
616,2,2,1.0,2,2,1.0,1.0
617,3,3,1.0,3,3,1.0,1.0
619,3,5,0.6,3,5,0.6,0.6
621,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
622,3,3,1.0,3,3,1.0,1.0
623,3,3,1.0,3,3,1.0,1.0
624,2,2,1.0,2,2,1.0,1.0
625,1,1,1.0,1,1,1.0,1.0
626,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
627,3,4,0.75,3,4,0.75,0.75
628,4,4,1.0,4,4,1.0,1.0
629,0,2,0.0,0,1,0.0,0.0
630,2,2,1.0,2,2,1.0,1.0
631,1,2,0.5,1,2,0.5,0.5
632,2,2,1.0,2,2,1.0,1.0
634,1,1,1.0,1,1,1.0,1.0
635,3,3,1.0,3,3,1.0,1.0
636,2,4,0.5,2,4,0.5,0.5
637,3,3,1.0,3,3,1.0,1.0
638,2,3,0.6666666666666666,2,2,1.0,0.8
640,3,3,1.0,3,3,1.0,1.0
641,3,4,0.75,3,3,1.0,0.8571428571428571
642,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
643,4,5,0.8,4,4,1.0,0.888888888888889
644,4,4,1.0,4,4,1.0,1.0
646,5,6,0.8333333333333334,5,5,1.0,0.9090909090909091
647,1,1,1.0,1,1,1.0,1.0
648,1,4,0.25,1,2,0.5,0.3333333333333333
649,5,5,1.0,5,5,1.0,1.0
650,6,6,1.0,6,6,1.0,1.0
651,1,1,1.0,1,1,1.0,1.0
652,1,2,0.5,1,3,0.3333333333333333,0.4
653,3,3,1.0,3,4,0.75,0.8571428571428571
654,3,7,0.42857142857142855,3,7,0.42857142857142855,0.42857142857142855
655,3,4,0.75,3,4,0.75,0.75
657,2,2,1.0,2,2,1.0,1.0
658,3,3,1.0,3,3,1.0,1.0
659,3,3,1.0,3,3,1.0,1.0
660,4,7,0.5714285714285714,4,6,0.6666666666666666,0.6153846153846153
661,2,4,0.5,2,4,0.5,0.5
662,4,6,0.6666666666666666,4,4,1.0,0.8
663,1,5,0.2,1,5,0.2,0.20000000000000004
666,3,4,0.75,3,4,0.75,0.75
667,3,4,0.75,3,3,1.0,0.8571428571428571
668,0,1,0.0,0,0,0.0,0.0
669,2,5,0.4,2,3,0.6666666666666666,0.5
670,4,4,1.0,4,4,1.0,1.0
671,2,2,1.0,2,2,1.0,1.0
672,1,1,1.0,1,1,1.0,1.0
673,4,4,1.0,4,4,1.0,1.0
674,1,1,1.0,1,1,1.0,1.0
675,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
676,3,6,0.5,3,5,0.6,0.5454545454545454
678,2,2,1.0,2,2,1.0,1.0
679,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
680,3,4,0.75,3,3,1.0,0.8571428571428571
683,2,2,1.0,2,2,1.0,1.0
684,1,3,0.3333333333333333,1,2,0.5,0.4
685,3,5,0.6,3,4,0.75,0.6666666666666665
686,2,2,1.0,2,2,1.0,1.0
687,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
688,3,3,1.0,3,3,1.0,1.0
690,1,2,0.5,1,3,0.3333333333333333,0.4
691,3,3,1.0,3,3,1.0,1.0
692,1,2,0.5,1,1,1.0,0.6666666666666666
695,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
696,2,2,1.0,2,2,1.0,1.0
697,1,3,0.3333333333333333,1,2,0.5,0.4
698,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
699,1,1,1.0,1,1,1.0,1.0
700,4,4,1.0,4,4,1.0,1.0
701,2,2,1.0,2,2,1.0,1.0
702,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
703,4,4,1.0,4,4,1.0,1.0
704,1,1,1.0,1,1,1.0,1.0
708,2,2,1.0,2,2,1.0,1.0
709,2,2,1.0,2,2,1.0,1.0
710,1,2,0.5,1,1,1.0,0.6666666666666666
711,3,4,0.75,3,3,1.0,0.8571428571428571
712,1,1,1.0,1,1,1.0,1.0
713,1,2,0.5,1,1,1.0,0.6666666666666666
714,3,3,1.0,3,3,1.0,1.0
716,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
718,4,4,1.0,4,4,1.0,1.0
720,2,2,1.0,2,2,1.0,1.0
722,4,5,0.8,4,5,0.8,0.8000000000000002
723,1,1,1.0,1,1,1.0,1.0
724,1,1,1.0,1,1,1.0,1.0
725,2,2,1.0,2,2,1.0,1.0
726,3,4,0.75,3,4,0.75,0.75
727,3,4,0.75,3,5,0.6,0.6666666666666665
729,3,3,1.0,3,3,1.0,1.0
730,4,4,1.0,4,4,1.0,1.0
731,0,2,0.0,0,0,0.0,0.0
732,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
735,3,4,0.75,3,3,1.0,0.8571428571428571
736,1,1,1.0,1,1,1.0,1.0
739,1,5,0.2,1,4,0.25,0.22222222222222224
742,2,2,1.0,2,2,1.0,1.0
743,2,2,1.0,2,2,1.0,1.0
744,1,1,1.0,1,1,1.0,1.0
745,1,1,1.0,1,1,1.0,1.0
746,3,4,0.75,3,3,1.0,0.8571428571428571
