ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall,F1
436,4,5,0.8,4,5,0.8,0.8000000000000002
437,3,3,1.0,3,4,0.75,0.8571428571428571
438,3,3,1.0,3,4,0.75,0.8571428571428571
439,4,8,0.5,4,4,1.0,0.6666666666666666
440,3,4,0.75,3,3,1.0,0.8571428571428571
441,1,1,1.0,1,6,0.16666666666666666,0.2857142857142857
442,0,3,0.0,0,4,0.0,0.0
443,2,8,0.25,2,3,0.6666666666666666,0.36363636363636365
444,0,8,0.0,0,2,0.0,0.0
445,1,6,0.16666666666666666,1,3,0.3333333333333333,0.2222222222222222
447,1,1,1.0,1,2,0.5,0.6666666666666666
448,3,4,0.75,3,4,0.75,0.75
449,1,8,0.125,1,2,0.5,0.2
450,2,2,1.0,2,2,1.0,1.0
451,3,6,0.5,3,4,0.75,0.6
453,1,9,0.1111111111111111,1,4,0.25,0.15384615384615383
454,0,7,0.0,0,1,0.0,0.0
455,3,4,0.75,3,5,0.6,0.6666666666666665
456,6,9,0.6666666666666666,6,8,0.75,0.7058823529411765
457,1,4,0.25,1,2,0.5,0.3333333333333333
458,2,5,0.4,2,3,0.6666666666666666,0.5
459,1,7,0.14285714285714285,1,3,0.3333333333333333,0.2
460,4,6,0.6666666666666666,4,5,0.8,0.7272727272727272
461,2,6,0.3333333333333333,2,3,0.6666666666666666,0.4444444444444444
462,1,6,0.16666666666666666,1,2,0.5,0.25
463,1,3,0.3333333333333333,1,1,1.0,0.5
464,1,3,0.3333333333333333,1,2,0.5,0.4
465,3,13,0.23076923076923078,3,3,1.0,0.375
466,1,1,1.0,1,1,1.0,1.0
467,1,12,0.08333333333333333,1,1,1.0,0.15384615384615385
468,3,7,0.42857142857142855,3,3,1.0,0.6
469,2,3,0.6666666666666666,2,2,1.0,0.8
470,1,3,0.3333333333333333,1,2,0.5,0.4
471,2,5,0.4,2,5,0.4,0.4000000000000001
472,0,0,0.0,0,2,0.0,0.0
473,0,3,0.0,0,2,0.0,0.0
474,3,7,0.42857142857142855,3,4,0.75,0.5454545454545454
475,1,3,0.3333333333333333,1,1,1.0,0.5
477,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
478,0,3,0.0,0,2,0.0,0.0
480,0,10,0.0,0,1,0.0,0.0
481,1,3,0.3333333333333333,1,2,0.5,0.4
482,2,4,0.5,2,4,0.5,0.5
483,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
484,6,6,1.0,6,6,1.0,1.0
486,2,6,0.3333333333333333,2,2,1.0,0.5
487,0,4,0.0,0,0,0.0,0.0
488,0,4,0.0,0,0,0.0,0.0
489,1,3,0.3333333333333333,1,4,0.25,0.28571428571428575
490,2,12,0.16666666666666666,2,2,1.0,0.2857142857142857
491,3,4,0.75,3,4,0.75,0.75
492,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
493,1,3,0.3333333333333333,1,2,0.5,0.4
494,2,10,0.2,2,3,0.6666666666666666,0.30769230769230765
496,3,10,0.3,3,3,1.0,0.4615384615384615
497,3,4,0.75,3,5,0.6,0.6666666666666665
498,2,5,0.4,2,3,0.6666666666666666,0.5
499,3,3,1.0,3,3,1.0,1.0
500,1,3,0.3333333333333333,1,5,0.2,0.25
501,1,3,0.3333333333333333,1,5,0.2,0.25
502,1,3,0.3333333333333333,1,2,0.5,0.4
503,0,1,0.0,0,4,0.0,0.0
504,0,3,0.0,0,1,0.0,0.0
505,4,4,1.0,4,5,0.8,0.888888888888889
506,1,12,0.08333333333333333,1,1,1.0,0.15384615384615385
507,1,7,0.14285714285714285,1,3,0.3333333333333333,0.2
508,0,4,0.0,0,0,0.0,0.0
509,2,2,1.0,2,2,1.0,1.0
510,2,2,1.0,2,4,0.5,0.6666666666666666
512,1,2,0.5,1,2,0.5,0.5
513,1,4,0.25,1,5,0.2,0.22222222222222224
515,1,3,0.3333333333333333,1,4,0.25,0.28571428571428575
516,0,1,0.0,0,1,0.0,0.0
517,0,6,0.0,0,2,0.0,0.0
518,0,1,0.0,0,1,0.0,0.0
519,3,10,0.3,3,3,1.0,0.4615384615384615
521,2,5,0.4,2,3,0.6666666666666666,0.5
522,1,10,0.1,1,1,1.0,0.18181818181818182
523,1,3,0.3333333333333333,1,1,1.0,0.5
526,0,4,0.0,0,0,0.0,0.0
527,1,7,0.14285714285714285,1,4,0.25,0.18181818181818182
528,0,0,0.0,0,2,0.0,0.0
529,1,2,0.5,1,3,0.3333333333333333,0.4
530,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
531,3,4,0.75,3,3,1.0,0.8571428571428571
532,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
533,0,0,0.0,0,1,0.0,0.0
534,1,2,0.5,1,1,1.0,0.6666666666666666
535,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
536,3,4,0.75,3,4,0.75,0.75
537,0,3,0.0,0,1,0.0,0.0
538,1,7,0.14285714285714285,1,3,0.3333333333333333,0.2
540,1,1,1.0,1,4,0.25,0.4
541,3,3,1.0,3,3,1.0,1.0
543,1,11,0.09090909090909091,1,2,0.5,0.15384615384615385
544,1,12,0.08333333333333333,1,1,1.0,0.15384615384615385
545,1,6,0.16666666666666666,1,1,1.0,0.2857142857142857
546,0,0,0.0,0,3,0.0,0.0
547,0,0,0.0,0,2,0.0,0.0
548,1,11,0.09090909090909091,1,2,0.5,0.15384615384615385
549,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
550,1,3,0.3333333333333333,1,2,0.5,0.4
551,1,5,0.2,1,3,0.3333333333333333,0.25
552,0,4,0.0,0,2,0.0,0.0
553,2,2,1.0,2,2,1.0,1.0
554,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
555,3,5,0.6,3,4,0.75,0.6666666666666665
557,1,6,0.16666666666666666,1,3,0.3333333333333333,0.2222222222222222
558,0,11,0.0,0,2,0.0,0.0
559,0,2,0.0,0,0,0.0,0.0
560,1,6,0.16666666666666666,1,3,0.3333333333333333,0.2222222222222222
561,2,13,0.15384615384615385,2,2,1.0,0.2666666666666667
562,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
564,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
565,3,4,0.75,3,4,0.75,0.75
566,1,2,0.5,1,2,0.5,0.5
567,1,3,0.3333333333333333,1,1,1.0,0.5
568,1,4,0.25,1,1,1.0,0.4
569,0,6,0.0,0,4,0.0,0.0
570,2,2,1.0,2,2,1.0,1.0
571,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
573,0,3,0.0,0,2,0.0,0.0
575,1,3,0.3333333333333333,1,1,1.0,0.5
576,1,2,0.5,1,3,0.3333333333333333,0.4
577,0,12,0.0,0,0,0.0,0.0
579,1,10,0.1,1,1,1.0,0.18181818181818182
581,1,6,0.16666666666666666,1,3,0.3333333333333333,0.2222222222222222
583,0,1,0.0,0,1,0.0,0.0
584,1,3,0.3333333333333333,1,1,1.0,0.5
585,0,0,0.0,0,2,0.0,0.0
586,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
587,2,2,1.0,2,3,0.6666666666666666,0.8
588,1,1,1.0,1,1,1.0,1.0
591,1,2,0.5,1,1,1.0,0.6666666666666666
592,0,2,0.0,0,0,0.0,0.0
593,1,8,0.125,1,1,1.0,0.2222222222222222
597,2,4,0.5,2,4,0.5,0.5
598,1,10,0.1,1,1,1.0,0.18181818181818182
601,0,4,0.0,0,0,0.0,0.0
602,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
603,3,4,0.75,3,3,1.0,0.8571428571428571
604,0,6,0.0,0,0,0.0,0.0
605,0,0,0.0,0,2,0.0,0.0
608,0,2,0.0,0,2,0.0,0.0
609,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
611,3,7,0.42857142857142855,3,5,0.6,0.5
612,3,7,0.42857142857142855,3,4,0.75,0.5454545454545454
613,2,6,0.3333333333333333,2,4,0.5,0.4
616,2,3,0.6666666666666666,2,2,1.0,0.8
617,2,3,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666
619,2,5,0.4,2,5,0.4,0.4000000000000001
621,1,2,0.5,1,3,0.3333333333333333,0.4
622,2,5,0.4,2,3,0.6666666666666666,0.5
623,3,3,1.0,3,3,1.0,1.0
624,1,3,0.3333333333333333,1,2,0.5,0.4
625,1,2,0.5,1,1,1.0,0.6666666666666666
626,0,0,0.0,0,3,0.0,0.0
627,2,7,0.2857142857142857,2,4,0.5,0.36363636363636365
628,2,4,0.5,2,4,0.5,0.5
629,0,10,0.0,0,1,0.0,0.0
630,1,7,0.14285714285714285,1,2,0.5,0.22222222222222224
631,1,7,0.14285714285714285,1,2,0.5,0.22222222222222224
632,1,4,0.25,1,2,0.5,0.3333333333333333
634,0,3,0.0,0,1,0.0,0.0
635,2,2,1.0,2,3,0.6666666666666666,0.8
636,1,4,0.25,1,4,0.25,0.25
637,3,3,1.0,3,3,1.0,1.0
638,2,5,0.4,2,2,1.0,0.5714285714285715
640,0,4,0.0,0,3,0.0,0.0
641,3,5,0.6,3,3,1.0,0.7499999999999999
642,3,10,0.3,3,3,1.0,0.4615384615384615
643,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
644,3,5,0.6,3,4,0.75,0.6666666666666665
645,0,6,0.0,0,0,0.0,0.0
646,0,5,0.0,0,5,0.0,0.0
647,1,2,0.5,1,1,1.0,0.6666666666666666
648,1,4,0.25,1,2,0.5,0.3333333333333333
649,1,2,0.5,1,5,0.2,0.28571428571428575
650,3,5,0.6,3,6,0.5,0.5454545454545454
651,1,10,0.1,1,1,1.0,0.18181818181818182
